Ax,Ay,Az,Amag
-1.40,-9.66,0.94,9.81
-1.45,-9.66,0.95,9.82
-1.45,-9.63,0.97,9.78
-1.41,-9.69,0.97,9.84
-1.43,-9.70,0.97,9.85
-1.39,-9.69,0.96,9.84
-1.39,-9.70,1.00,9.85
-1.36,-9.69,1.02,9.84
-1.35,-9.67,1.00,9.81
-1.35,-9.64,0.99,9.78
-1.32,-9.67,0.98,9.81
-1.34,-9.63,1.00,9.77
-1.37,-9.64,0.99,9.79
-1.39,-9.65,1.00,9.80
-1.41,-9.65,1.00,9.80
-1.42,-9.66,0.99,9.82
-1.45,-9.65,0.97,9.80
-1.43,-9.65,0.98,9.80
-1.41,-9.64,0.98,9.79
-1.38,-9.62,1.01,9.77
-1.40,-9.65,0.99,9.80
-1.38,-9.65,0.99,9.79
-1.37,-9.63,0.99,9.78
-1.41,-9.69,1.00,9.84
-1.40,-9.70,0.95,9.84
-1.40,-9.67,0.95,9.82
-1.41,-9.68,0.92,9.83
-1.41,-9.68,0.99,9.83
-1.45,-9.66,1.01,9.82
-1.39,-9.64,0.99,9.79
-1.45,-9.65,1.06,9.81
-1.44,-9.68,1.17,9.86
-1.42,-9.64,1.06,9.80
-1.33,-9.70,0.80,9.82
-1.32,-9.70,0.82,9.83
-1.29,-9.69,0.90,9.81
-1.34,-9.56,0.89,9.70
-1.40,-9.63,1.04,9.79
-1.52,-9.60,0.99,9.77
-1.50,-9.60,0.94,9.76
-1.52,-9.61,0.76,9.76
-1.43,-9.78,1.08,9.94
-1.37,-9.72,0.91,9.86
-1.39,-9.72,0.97,9.87
-1.38,-9.67,0.93,9.82
-1.36,-9.72,0.90,9.86
-1.36,-9.72,0.90,9.86
-1.40,-9.76,0.92,9.90
-1.39,-9.70,0.92,9.85
-1.39,-9.65,0.89,9.79
-1.37,-9.65,1.07,9.81
-1.41,-9.58,1.00,9.74
-1.40,-9.60,0.91,9.75
-1.38,-9.61,0.92,9.75
-1.37,-9.64,0.94,9.78
-1.38,-9.63,0.95,9.77
-1.39,-9.67,0.90,9.81
-1.38,-9.69,0.95,9.84
-1.40,-9.64,0.92,9.79
