Ax,Ay,Az,Amag
-0.11,-9.53,2.71,9.90
-0.12,-9.50,2.73,9.89
-0.11,-9.50,2.72,9.89
-0.10,-9.48,2.70,9.86
-0.09,-9.47,2.71,9.85
-0.06,-9.46,2.68,9.83
-0.05,-9.51,2.68,9.88
-0.06,-9.49,2.69,9.87
-0.11,-9.46,2.69,9.84
-0.14,-9.52,2.73,9.90
-0.12,-9.51,2.68,9.88
-0.14,-9.51,2.67,9.87
-0.13,-9.51,2.63,9.86
-0.12,-9.52,2.60,9.87
-0.07,-9.51,2.60,9.86
-0.09,-9.49,2.59,9.84
-0.08,-9.48,2.59,9.83
-0.09,-9.48,2.59,9.83
-0.11,-9.44,2.58,9.79
-0.13,-9.45,2.60,9.80
-0.12,-9.43,2.61,9.79
-0.14,-9.47,2.58,9.81
-0.14,-9.49,2.57,9.83
-0.12,-9.53,2.59,9.88
-0.08,-9.53,2.62,9.89
-0.09,-9.54,2.63,9.89
-0.10,-9.54,2.67,9.91
-0.07,-9.56,2.63,9.91
-0.08,-9.54,2.64,9.89
-0.05,-9.53,2.64,9.89
-0.09,-9.49,2.61,9.84
-0.08,-9.46,2.58,9.81
-0.11,-9.47,2.54,9.80
-0.13,-9.46,2.53,9.79
-0.12,-9.45,2.54,9.79
-0.15,-9.44,2.56,9.78
-0.16,-9.45,2.54,9.79
-0.14,-9.45,2.53,9.79
-0.14,-9.51,2.54,9.85
-0.10,-9.56,2.56,9.89
-0.08,-9.56,2.57,9.90
-0.06,-9.60,2.62,9.95
-0.10,-9.60,2.63,9.95
-0.09,-9.58,2.60,9.92
-0.10,-9.52,2.56,9.86
-0.11,-9.55,2.51,9.87
-0.15,-9.55,2.49,9.87
-0.13,-9.53,2.50,9.85
-0.12,-9.54,2.52,9.87
-0.16,-9.50,2.52,9.83
-0.14,-9.49,2.55,9.82
-0.14,-9.48,2.49,9.80
-0.16,-9.49,2.45,9.80
-0.12,-9.46,2.41,9.77
-0.09,-9.47,2.42,9.78
-0.09,-9.52,2.44,9.83
-0.07,-9.54,2.44,9.84
-0.04,-9.56,2.45,9.87
-0.05,-9.56,2.48,9.88
-0.06,-9.59,2.50,9.91
-0.06,-9.59,2.47,9.91
-0.09,-9.61,2.48,9.93
-0.13,-9.59,2.45,9.90
-0.12,-9.55,2.42,9.86
-0.13,-9.56,2.41,9.86
-0.10,-9.55,2.35,9.84
-0.09,-9.55,2.35,9.84
-0.08,-9.54,2.33,9.82
-0.10,-9.54,2.31,9.82
-0.11,-9.55,2.33,9.83
-0.11,-9.54,2.36,9.83
-0.12,-9.56,2.38,9.85
-0.12,-9.54,2.38,9.84
-0.13,-9.55,2.40,9.85
-0.14,-9.54,2.40,9.83
-0.11,-9.54,2.42,9.85
-0.13,-9.54,2.40,9.84
-0.09,-9.55,2.37,9.84
-0.09,-9.55,2.37,9.84
-0.07,-9.57,2.37,9.86
-0.14,-9.59,2.38,9.88
-0.12,-9.57,2.36,9.86
-0.13,-9.56,2.33,9.85
-0.14,-9.56,2.33,9.84
-0.16,-9.57,2.29,9.85
-0.15,-9.59,2.32,9.87
-0.15,-9.62,2.32,9.89
-0.10,-9.59,2.31,9.87
-0.14,-9.61,2.29,9.88
-0.11,-9.61,2.29,9.88
-0.10,-9.61,2.26,9.87
-0.08,-9.57,2.26,9.83
-0.10,-9.58,2.25,9.84
-0.14,-9.54,2.26,9.81
-0.12,-9.53,2.23,9.78
-0.11,-9.52,2.23,9.78
-0.10,-9.52,2.22,9.78
-0.10,-9.56,2.23,9.81
-0.07,-9.58,2.23,9.83
-0.09,-9.60,2.26,9.86
-0.10,-9.63,2.29,9.90
-0.10,-9.61,2.32,9.88
-0.11,-9.61,2.34,9.89
-0.12,-9.62,2.37,9.90
-0.12,-9.59,2.35,9.88
-0.11,-9.61,2.33,9.89
-0.15,-9.58,2.30,9.85
-0.11,-9.60,2.29,9.88
-0.12,-9.55,2.28,9.82
-0.10,-9.53,2.31,9.81
-0.11,-9.54,2.28,9.81
-0.10,-9.52,2.28,9.79
-0.12,-9.52,2.25,9.79
-0.12,-9.54,2.27,9.80
-0.10,-9.54,2.27,9.81
-0.11,-9.55,2.28,9.82
-0.11,-9.56,2.28,9.83
-0.13,-9.55,2.27,9.82
-0.11,-9.59,2.24,9.85
-0.13,-9.60,2.23,9.86
-0.14,-9.62,2.26,9.88
-0.14,-9.65,2.31,9.92
-0.10,-9.66,2.33,9.94
-0.06,-9.69,2.35,9.97
-0.09,-9.67,2.41,9.97
-0.08,-9.62,2.39,9.91
-0.13,-9.54,2.34,9.82
-0.11,-9.51,2.29,9.78
-0.09,-9.51,2.24,9.77
-0.12,-9.53,2.24,9.79
-0.13,-9.55,2.24,9.81
-0.16,-9.56,2.29,9.83
-0.18,-9.57,2.29,9.84
-0.18,-9.58,2.31,9.86
