Ax,Ay,Az,Amag
-2.43,-0.97,-9.55,9.90
-2.35,-0.98,-9.55,9.88
-2.44,-1.01,-9.54,9.90
-2.47,-0.94,-9.60,9.96
-2.45,-0.98,-9.55,9.91
-2.54,-1.00,-9.54,9.92
-2.45,-0.97,-9.56,9.92
-2.46,-0.94,-9.57,9.92
-2.36,-0.97,-9.54,9.88
-2.40,-0.95,-9.58,9.92
-2.49,-0.92,-9.60,9.96
-2.46,-1.00,-9.54,9.91
-2.40,-0.97,-9.55,9.89
-2.44,-0.96,-9.56,9.92
-2.43,-0.94,-9.57,9.92
-2.49,-0.99,-9.57,9.94
-2.44,-0.95,-9.57,9.92
-2.48,-0.94,-9.53,9.89
-2.40,-1.03,-9.57,9.92
-2.37,-0.93,-9.57,9.90
-2.46,-0.95,-9.55,9.91
-2.48,-0.97,-9.57,9.94
-2.45,-0.99,-9.56,9.92
-2.37,-0.94,-9.55,9.89
-2.41,-0.91,-9.60,9.94
-2.45,-1.00,-9.56,9.92
-2.46,-0.98,-9.56,9.92
-2.41,-0.94,-9.56,9.90
-2.45,-1.00,-9.57,9.93
-2.43,-0.97,-9.58,9.93
-2.40,-0.97,-9.56,9.91
-2.47,-0.97,-9.57,9.93
-2.51,-1.02,-9.56,9.93
-2.39,-1.00,-9.54,9.89
-2.33,-0.93,-9.54,9.87
-2.46,-0.93,-9.53,9.88
-2.43,-0.98,-9.58,9.93
-2.42,-0.97,-9.57,9.92
-2.50,-0.94,-9.56,9.92
-2.40,-0.94,-9.58,9.92
-2.44,-0.99,-9.56,9.92
-2.45,-0.95,-9.58,9.93
-2.44,-1.00,-9.54,9.89
-2.51,-0.95,-9.55,9.92
-2.49,-0.99,-9.53,9.90
-2.46,-0.99,-9.55,9.91
-2.35,-0.95,-9.58,9.91
-2.42,-0.90,-9.57,9.92
-2.50,-0.93,-9.55,9.92
-2.42,-1.04,-9.58,9.93
-2.45,-0.94,-9.52,9.88
-2.45,-0.88,-9.59,9.94
-2.50,-0.87,-9.61,9.97
-2.43,-1.05,-9.56,9.92
-2.45,-0.94,-9.55,9.91
-2.42,-1.01,-9.58,9.93
-2.40,-1.00,-9.55,9.90
-2.40,-0.91,-9.56,9.90
-2.46,-0.92,-9.54,9.90
-2.48,-0.93,-9.56,9.92
-2.46,-0.98,-9.56,9.92
-2.40,-0.95,-9.57,9.91
-2.45,-1.00,-9.55,9.91
-2.39,-1.00,-9.54,9.89
-2.46,-0.95,-9.56,9.92
-2.46,-0.95,-9.60,9.95
-2.45,-1.00,-9.57,9.92
-2.40,-0.96,-9.55,9.89
-2.39,-0.90,-9.56,9.90
-2.45,-0.95,-9.55,9.91
-2.42,-0.92,-9.57,9.92
-2.44,-0.95,-9.54,9.89
-2.45,-0.99,-9.55,9.91
-2.41,-0.98,-9.56,9.91
-2.44,-0.96,-9.59,9.94
-2.48,-1.05,-9.55,9.92
-2.44,-0.97,-9.56,9.91
-2.49,-0.93,-9.58,9.94
-2.45,-0.94,-9.58,9.93
-2.39,-0.96,-9.56,9.90
-2.42,-0.92,-9.57,9.92
-2.42,-0.96,-9.57,9.92
-2.38,-0.98,-9.57,9.91
-2.44,-0.91,-9.55,9.90
-2.52,-0.95,-9.55,9.92
-2.42,-1.03,-9.61,9.96
-2.41,-0.93,-9.50,9.85
-2.32,-0.95,-9.57,9.89
-2.51,-1.04,-9.56,9.94
-2.39,-0.96,-9.57,9.91
-2.52,-0.90,-9.54,9.91
-2.40,-0.93,-9.56,9.90
-2.47,-0.95,-9.56,9.92
-2.44,-0.95,-9.57,9.93
-2.43,-0.96,-9.58,9.93
-2.50,-0.98,-9.59,9.96
-2.42,-1.00,-9.56,9.92
-2.41,-0.94,-9.57,9.91
-2.48,-0.98,-9.53,9.90
-2.49,-1.05,-9.59,9.97
-2.36,-0.97,-9.56,9.90
-2.36,-0.95,-9.55,9.88
-2.49,-0.96,-9.55,9.92
-2.50,-1.00,-9.56,9.93
-2.45,-0.99,-9.58,9.94
-2.45,-0.92,-9.59,9.94
-2.42,-0.97,-9.56,9.91
-2.44,-1.03,-9.55,9.91
-2.39,-0.93,-9.56,9.90
-2.43,-0.99,-9.57,9.92
-2.43,-1.00,-9.57,9.92
-2.46,-0.96,-9.55,9.91
-2.46,-0.98,-9.57,9.93
-2.35,-1.01,-9.57,9.90
-2.46,-1.05,-9.53,9.90
-2.49,-1.00,-9.58,9.95
-2.42,-0.80,-9.69,10.02
-2.41,-0.94,-9.55,9.90
-2.36,-0.99,-9.55,9.89
-2.44,-0.98,-9.56,9.92
-2.39,-0.93,-9.56,9.89
-2.46,-0.98,-9.57,9.92
-2.46,-0.93,-9.54,9.89
-2.43,-1.00,-9.53,9.89
-2.47,-1.02,-9.56,9.92
-2.39,-0.96,-9.56,9.91
-2.41,-0.93,-9.55,9.90
-2.38,-0.99,-9.58,9.92
-2.38,-0.96,-9.58,9.92
-2.46,-0.94,-9.57,9.92
-2.43,-1.00,-9.58,9.93
-2.35,-1.00,-9.58,9.91
-2.36,-0.91,-9.56,9.89
-2.39,-0.95,-9.55,9.89
-2.37,-0.97,-9.59,9.92
-2.41,-0.95,-9.57,9.91
-2.42,-0.93,-9.60,9.94
-2.41,-0.99,-9.55,9.90
-2.41,-0.96,-9.54,9.88
-2.48,-0.95,-9.54,9.91
-2.39,-0.96,-9.60,9.94
-2.39,-0.96,-9.60,9.94
-2.39,-0.97,-9.54,9.88
-2.39,-0.95,-9.59,9.93
-2.39,-0.96,-9.58,9.92
-2.44,-0.98,-9.56,9.91
-2.40,-0.96,-9.55,9.89
-2.31,-0.96,-9.57,9.89
-2.46,-0.96,-9.58,9.94
-2.57,-1.01,-9.59,9.98
-2.32,-1.00,-9.60,9.93
-2.38,-0.90,-9.61,9.94
-2.37,-1.00,-9.58,9.92
-2.47,-0.95,-9.54,9.90
-2.34,-0.93,-9.54,9.86
-2.37,-0.93,-9.56,9.90
-2.41,-0.94,-9.57,9.92
-2.39,-0.93,-9.57,9.91
-2.36,-0.95,-9.58,9.91
-2.32,-0.99,-9.60,9.93
-2.36,-1.00,-9.60,9.94
-2.40,-0.95,-9.56,9.90
-2.38,-0.93,-9.59,9.93
-2.36,-0.99,-9.58,9.91
-2.39,-0.99,-9.61,9.95
-2.31,-1.02,-9.56,9.89
-2.37,-0.94,-9.58,9.91
-2.40,-0.91,-9.61,9.95
-2.34,-0.97,-9.58,9.91
-2.32,-0.94,-9.59,9.91
-2.38,-0.95,-9.59,9.92
-2.35,-0.94,-9.57,9.90
-2.32,-0.94,-9.59,9.91
-2.31,-0.97,-9.58,9.91
-2.33,-0.98,-9.55,9.88
-2.38,-1.06,-9.61,9.95
-2.43,-0.98,-9.62,9.97
